source	extracted_bacteria	is_present
https://www.nature.com/articles/s41598-022-21788-y	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-022-21788-y	Escherichia coli	False
https://www.nature.com/articles/s41598-022-21788-y	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-022-21788-y	Streptococcus mutans	False
https://www.nature.com/articles/s41598-022-21788-y	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-022-21788-y	Escherichia coli	False
https://www.nature.com/articles/s41598-022-21788-y	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-022-21788-y	Clostridium difficile	False
https://www.nature.com/articles/s41598-022-21788-y	Streptococcus mutans	False
https://www.nature.com/articles/s41598-022-21788-y	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-022-21788-y	Escherichia coli	False
https://www.nature.com/articles/s41598-022-21788-y	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-022-21788-y	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-022-21788-y	Escherichia coli	False
https://www.nature.com/articles/s41598-022-21788-y	Clostridium difficile	False
https://www.nature.com/articles/s41598-022-21788-y	Staphylococcus aureus	False
https://www.nature.com/articles/s41598-022-21788-y	Helicobacter pylori	False
https://www.nature.com/articles/s41598-022-21788-y	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-022-21788-y	Escherichia coli	False
https://www.nature.com/articles/s41598-022-21788-y	Lactobacillus acidophilus	False
https://www.nature.com/articles/s41598-022-21788-y	Clostridium difficile	False
https://www.nature.com/articles/s41598-022-21788-y	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-022-21788-y	Escherichia coli	False
https://www.nature.com/articles/s41598-022-21788-y	Lactobacillus acidophilus	False
https://www.nature.com/articles/s41598-022-21788-y	Clostridium difficile	False
https://www.nature.com/articles/s41598-022-21788-y	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-022-21788-y	Escherichia coli	False
https://www.nature.com/articles/s41598-022-21788-y	Lactobacillus	False
https://www.nature.com/articles/s41598-022-21788-y	Streptococcus	True
https://www.nature.com/articles/s41598-022-21788-y	Escherichia coli	False
https://www.nature.com/articles/s41598-022-21788-y	Staphylococcus aureus	False
https://www.nature.com/articles/s41598-022-21788-y	Clostridium difficile	False
https://www.nature.com/articles/s41598-022-21788-y	Helicobacter pylori	False
https://www.nature.com/articles/s41598-022-21788-y	Salmonella enterica	False
https://www.nature.com/articles/s41598-022-21788-y	Escherichia coli	False
https://www.nature.com/articles/s41598-022-21788-y	Streptococcus pneumoniae	False
https://www.nature.com/articles/s41598-022-21788-y	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-022-21788-y	Bifidobacterium breve	False
https://www.nature.com/articles/s41598-022-21788-y	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-022-21788-y	Escherichia coli	False
https://www.nature.com/articles/s41598-022-21788-y	Lactobacillus	False
https://www.nature.com/articles/s41598-022-21788-y	Streptococcus	True
https://www.nature.com/articles/s41598-022-21788-y	Clostridium difficile	False
https://www.nature.com/articles/s41598-022-21788-y	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-022-21788-y	Escherichia coli	False
https://www.nature.com/articles/s41598-022-21788-y	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-022-21788-y	Streptococcus mutans	False
https://www.nature.com/articles/s41598-022-21788-y	Escherichia coli	False
https://www.nature.com/articles/s41598-022-21788-y	Clostridium difficile	False
https://www.nature.com/articles/s41598-022-21788-y	Streptococcus pneumoniae	False
https://www.nature.com/articles/s41598-022-21788-y	Helicobacter pylori	False
https://www.nature.com/articles/s41598-022-21788-y	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-022-21788-y	Escherichia coli	False
https://www.nature.com/articles/s41598-022-21788-y	Lactobacillus	False
https://www.nature.com/articles/s41598-022-21788-y	Streptococcus	True
https://www.nature.com/articles/s41598-022-21788-y	Escherichia coli	False
https://www.nature.com/articles/s41598-022-21788-y	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-022-21788-y	Clostridium difficile	False
https://www.nature.com/articles/s41598-022-21788-y	Staphylococcus aureus	False
https://www.nature.com/articles/s41598-023-43964-4	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-43964-4	Escherichia coli	False
https://www.nature.com/articles/s41598-023-43964-4	Lactobacillus	True
https://www.nature.com/articles/s41598-023-43964-4	Streptococcus	False
https://www.nature.com/articles/s41598-023-43964-4	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-43964-4	Escherichia coli	False
https://www.nature.com/articles/s41598-023-43964-4	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-023-43964-4	Streptococcus mutans	False
https://www.nature.com/articles/s41598-023-43964-4	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-43964-4	Escherichia coli	False
https://www.nature.com/articles/s41598-023-43964-4	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-023-43964-4	Streptococcus mutans	False
https://www.nature.com/articles/s41598-023-43964-4	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-43964-4	Escherichia coli	False
https://www.nature.com/articles/s41598-023-43964-4	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-023-43964-4	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-43964-4	Streptococcus mutans	False
https://www.nature.com/articles/s41598-023-43964-4	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-43964-4	Escherichia coli	False
https://www.nature.com/articles/s41598-023-43964-4	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-023-43964-4	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-43964-4	Escherichia coli	False
https://www.nature.com/articles/s41598-023-43964-4	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-43964-4	Staphylococcus aureus	False
https://www.nature.com/articles/s41598-023-43964-4	Helicobacter pylori	False
https://www.nature.com/articles/s41598-023-43964-4	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-43964-4	Escherichia coli	False
https://www.nature.com/articles/s41598-023-43964-4	Lactobacillus acidophilus	False
https://www.nature.com/articles/s41598-023-43964-4	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-43964-4	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-43964-4	Escherichia coli	False
https://www.nature.com/articles/s41598-023-43964-4	Lactobacillus acidophilus	False
https://www.nature.com/articles/s41598-023-43964-4	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-43964-4	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-43964-4	Escherichia coli	False
https://www.nature.com/articles/s41598-023-43964-4	Lactobacillus	True
https://www.nature.com/articles/s41598-023-43964-4	Streptococcus	False
https://www.nature.com/articles/s41598-023-43964-4	Escherichia coli	False
https://www.nature.com/articles/s41598-023-43964-4	Staphylococcus aureus	False
https://www.nature.com/articles/s41598-023-43964-4	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-43964-4	Helicobacter pylori	False
https://www.nature.com/articles/s41598-023-43964-4	Salmonella enterica	False
https://www.nature.com/articles/s41598-023-43964-4	Escherichia coli	False
https://www.nature.com/articles/s41598-023-43964-4	Streptococcus pneumoniae	False
https://www.nature.com/articles/s41598-023-43964-4	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-023-43964-4	Bifidobacterium breve	False
https://www.nature.com/articles/s41598-023-43964-4	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-43964-4	Escherichia coli	False
https://www.nature.com/articles/s41598-023-43964-4	Lactobacillus	True
https://www.nature.com/articles/s41598-023-43964-4	Streptococcus	False
https://www.nature.com/articles/s41598-023-43964-4	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-43964-4	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-43964-4	Escherichia coli	False
https://www.nature.com/articles/s41598-023-43964-4	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-023-43964-4	Streptococcus mutans	False
https://www.nature.com/articles/s41598-023-43964-4	Escherichia coli	False
https://www.nature.com/articles/s41598-023-43964-4	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-43964-4	Streptococcus pneumoniae	False
https://www.nature.com/articles/s41598-023-43964-4	Helicobacter pylori	False
https://www.nature.com/articles/s41598-023-43964-4	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-43964-4	Escherichia coli	False
https://www.nature.com/articles/s41598-023-43964-4	Lactobacillus	True
https://www.nature.com/articles/s41598-023-43964-4	Streptococcus	False
https://www.nature.com/articles/s41598-023-43964-4	Escherichia coli	False
https://www.nature.com/articles/s41598-023-43964-4	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-43964-4	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-43964-4	Staphylococcus aureus	False
https://www.nature.com/articles/s41598-023-36833-7	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-36833-7	Escherichia coli	False
https://www.nature.com/articles/s41598-023-36833-7	Lactobacillus	True
https://www.nature.com/articles/s41598-023-36833-7	Streptococcus	False
https://www.nature.com/articles/s41598-023-36833-7	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-36833-7	Escherichia coli	False
https://www.nature.com/articles/s41598-023-36833-7	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-023-36833-7	Streptococcus mutans	False
https://www.nature.com/articles/s41598-023-36833-7	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-36833-7	Escherichia coli	False
https://www.nature.com/articles/s41598-023-36833-7	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-023-36833-7	Streptococcus mutans	False
https://www.nature.com/articles/s41598-023-36833-7	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-36833-7	Escherichia coli	False
https://www.nature.com/articles/s41598-023-36833-7	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-023-36833-7	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-36833-7	Streptococcus mutans	False
https://www.nature.com/articles/s41598-023-36833-7	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-36833-7	Escherichia coli	False
https://www.nature.com/articles/s41598-023-36833-7	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-023-36833-7	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-36833-7	Escherichia coli	False
https://www.nature.com/articles/s41598-023-36833-7	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-36833-7	Staphylococcus aureus	False
https://www.nature.com/articles/s41598-023-36833-7	Helicobacter pylori	False
https://www.nature.com/articles/s41598-023-36833-7	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-36833-7	Escherichia coli	False
https://www.nature.com/articles/s41598-023-36833-7	Lactobacillus acidophilus	False
https://www.nature.com/articles/s41598-023-36833-7	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-36833-7	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-36833-7	Escherichia coli	False
https://www.nature.com/articles/s41598-023-36833-7	Lactobacillus acidophilus	False
https://www.nature.com/articles/s41598-023-36833-7	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-36833-7	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-36833-7	Escherichia coli	False
https://www.nature.com/articles/s41598-023-36833-7	Lactobacillus	True
https://www.nature.com/articles/s41598-023-36833-7	Streptococcus	False
https://www.nature.com/articles/s41598-023-36833-7	Escherichia coli	False
https://www.nature.com/articles/s41598-023-36833-7	Staphylococcus aureus	False
https://www.nature.com/articles/s41598-023-36833-7	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-36833-7	Helicobacter pylori	False
https://www.nature.com/articles/s41598-023-36833-7	Salmonella enterica	False
https://www.nature.com/articles/s41598-023-36833-7	Escherichia coli	False
https://www.nature.com/articles/s41598-023-36833-7	Streptococcus pneumoniae	False
https://www.nature.com/articles/s41598-023-36833-7	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-023-36833-7	Bifidobacterium breve	False
https://www.nature.com/articles/s41598-023-36833-7	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-36833-7	Escherichia coli	False
https://www.nature.com/articles/s41598-023-36833-7	Lactobacillus	True
https://www.nature.com/articles/s41598-023-36833-7	Streptococcus	False
https://www.nature.com/articles/s41598-023-36833-7	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-36833-7	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-36833-7	Escherichia coli	False
https://www.nature.com/articles/s41598-023-36833-7	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-023-36833-7	Streptococcus mutans	False
https://www.nature.com/articles/s41598-023-36833-7	Escherichia coli	False
https://www.nature.com/articles/s41598-023-36833-7	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-36833-7	Streptococcus pneumoniae	False
https://www.nature.com/articles/s41598-023-36833-7	Helicobacter pylori	False
https://www.nature.com/articles/s41598-023-36833-7	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-36833-7	Escherichia coli	False
https://www.nature.com/articles/s41598-023-36833-7	Lactobacillus	True
https://www.nature.com/articles/s41598-023-36833-7	Streptococcus	False
https://www.nature.com/articles/s41598-023-36833-7	Escherichia coli	False
https://www.nature.com/articles/s41598-023-36833-7	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-023-36833-7	Clostridium difficile	False
https://www.nature.com/articles/s41598-023-36833-7	Staphylococcus aureus	False
https://www.nature.com/articles/nm.3914	Bacteroides fragilis	False
https://www.nature.com/articles/nm.3914	Escherichia coli	False
https://www.nature.com/articles/nm.3914	Lactobacillus	True
https://www.nature.com/articles/nm.3914	Streptococcus	False
https://www.nature.com/articles/nm.3914	Bacteroides fragilis	False
https://www.nature.com/articles/nm.3914	Escherichia coli	False
https://www.nature.com/articles/nm.3914	Lactobacillus plantarum	False
https://www.nature.com/articles/nm.3914	Streptococcus mutans	False
https://www.nature.com/articles/nm.3914	Bacteroides fragilis	False
https://www.nature.com/articles/nm.3914	Escherichia coli	False
https://www.nature.com/articles/nm.3914	Lactobacillus plantarum	False
https://www.nature.com/articles/nm.3914	Streptococcus mutans	False
https://www.nature.com/articles/nm.3914	Bacteroides fragilis	False
https://www.nature.com/articles/nm.3914	Escherichia coli	False
https://www.nature.com/articles/nm.3914	Lactobacillus plantarum	False
https://www.nature.com/articles/nm.3914	Clostridium difficile	False
https://www.nature.com/articles/nm.3914	Streptococcus mutans	False
https://www.nature.com/articles/nm.3914	Bacteroides fragilis	False
https://www.nature.com/articles/nm.3914	Escherichia coli	False
https://www.nature.com/articles/nm.3914	Lactobacillus plantarum	False
https://www.nature.com/articles/nm.3914	Bacteroides fragilis	False
https://www.nature.com/articles/nm.3914	Escherichia coli	False
https://www.nature.com/articles/nm.3914	Clostridium difficile	False
https://www.nature.com/articles/nm.3914	Staphylococcus aureus	False
https://www.nature.com/articles/nm.3914	Helicobacter pylori	False
https://www.nature.com/articles/nm.3914	Bacteroides fragilis	False
https://www.nature.com/articles/nm.3914	Escherichia coli	False
https://www.nature.com/articles/nm.3914	Lactobacillus acidophilus	False
https://www.nature.com/articles/nm.3914	Clostridium difficile	False
https://www.nature.com/articles/nm.3914	Bacteroides fragilis	False
https://www.nature.com/articles/nm.3914	Escherichia coli	False
https://www.nature.com/articles/nm.3914	Lactobacillus acidophilus	False
https://www.nature.com/articles/nm.3914	Clostridium difficile	False
https://www.nature.com/articles/nm.3914	Bacteroides fragilis	False
https://www.nature.com/articles/nm.3914	Escherichia coli	False
https://www.nature.com/articles/nm.3914	Lactobacillus	True
https://www.nature.com/articles/nm.3914	Streptococcus	False
https://www.nature.com/articles/nm.3914	Escherichia coli	False
https://www.nature.com/articles/nm.3914	Staphylococcus aureus	False
https://www.nature.com/articles/nm.3914	Clostridium difficile	False
https://www.nature.com/articles/nm.3914	Helicobacter pylori	False
https://www.nature.com/articles/nm.3914	Salmonella enterica	False
https://www.nature.com/articles/nm.3914	Escherichia coli	False
https://www.nature.com/articles/nm.3914	Streptococcus pneumoniae	False
https://www.nature.com/articles/nm.3914	Lactobacillus plantarum	False
https://www.nature.com/articles/nm.3914	Bifidobacterium breve	False
https://www.nature.com/articles/nm.3914	Bacteroides fragilis	False
https://www.nature.com/articles/nm.3914	Escherichia coli	False
https://www.nature.com/articles/nm.3914	Lactobacillus	True
https://www.nature.com/articles/nm.3914	Streptococcus	False
https://www.nature.com/articles/nm.3914	Clostridium difficile	False
https://www.nature.com/articles/nm.3914	Bacteroides fragilis	False
https://www.nature.com/articles/nm.3914	Escherichia coli	False
https://www.nature.com/articles/nm.3914	Lactobacillus plantarum	False
https://www.nature.com/articles/nm.3914	Streptococcus mutans	False
https://www.nature.com/articles/nm.3914	Escherichia coli	False
https://www.nature.com/articles/nm.3914	Clostridium difficile	False
https://www.nature.com/articles/nm.3914	Streptococcus pneumoniae	False
https://www.nature.com/articles/nm.3914	Helicobacter pylori	False
https://www.nature.com/articles/nm.3914	Bacteroides fragilis	False
https://www.nature.com/articles/nm.3914	Escherichia coli	False
https://www.nature.com/articles/nm.3914	Lactobacillus	True
https://www.nature.com/articles/nm.3914	Streptococcus	False
https://www.nature.com/articles/nm.3914	Escherichia coli	False
https://www.nature.com/articles/nm.3914	Bacteroides fragilis	False
https://www.nature.com/articles/nm.3914	Clostridium difficile	False
https://www.nature.com/articles/nm.3914	Staphylococcus aureus	False
https://www.nature.com/articles/s41598-019-45435-1	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-019-45435-1	Escherichia coli	True
https://www.nature.com/articles/s41598-019-45435-1	Lactobacillus	False
https://www.nature.com/articles/s41598-019-45435-1	Streptococcus	False
https://www.nature.com/articles/s41598-019-45435-1	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-019-45435-1	Escherichia coli	True
https://www.nature.com/articles/s41598-019-45435-1	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-019-45435-1	Streptococcus mutans	False
https://www.nature.com/articles/s41598-019-45435-1	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-019-45435-1	Escherichia coli	True
