source	extracted_bacteria	is_present
https://www.nature.com/articles/s41598-021-99127-w	Escherichia coli	False
https://www.nature.com/articles/s41598-021-99127-w	Staphylococcus aureus	False
https://www.nature.com/articles/s41598-021-99127-w	Clostridium difficile	False
https://www.nature.com/articles/s41598-021-99127-w	Helicobacter pylori	False
https://www.nature.com/articles/s41598-021-99127-w	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-021-99127-w	Escherichia coli	False
https://www.nature.com/articles/s41598-021-99127-w	Clostridium difficile	False
https://www.nature.com/articles/s41598-021-99127-w	Streptococcus pneumoniae	False
https://www.nature.com/articles/s41598-021-99127-w	Helicobacter pylori	False
https://www.nature.com/articles/s41598-021-99127-w	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-021-99127-w	Escherichia coli	False
https://www.nature.com/articles/s41598-021-99127-w	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-021-99127-w	Streptococcus mutans	False
https://www.nature.com/articles/s41598-021-99127-w	Escherichia coli	False
https://www.nature.com/articles/s41598-021-99127-w	Clostridium difficile	False
https://www.nature.com/articles/s41598-021-99127-w	Lactobacillus acidophilus	False
https://www.nature.com/articles/s41598-021-99127-w	Escherichia coli	False
https://www.nature.com/articles/s41598-021-99127-w	Staphylococcus aureus	False
https://www.nature.com/articles/s41598-021-99127-w	Clostridium difficile	False
https://www.nature.com/articles/s41598-021-99127-w	Helicobacter pylori	False
https://www.nature.com/articles/s41598-021-99127-w	Salmonella enterica	False
https://www.nature.com/articles/s41598-021-99127-w	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-021-99127-w	Escherichia coli	False
https://www.nature.com/articles/s41598-021-99127-w	Lactobacillus	False
https://www.nature.com/articles/s41598-021-99127-w	Streptococcus	True
https://www.nature.com/articles/s41598-021-99127-w	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-021-99127-w	Escherichia coli	False
https://www.nature.com/articles/s41598-021-99127-w	Lactobacillus	False
https://www.nature.com/articles/s41598-021-99127-w	Escherichia coli	False
https://www.nature.com/articles/s41598-021-99127-w	Staphylococcus aureus	False
https://www.nature.com/articles/s41598-021-99127-w	Clostridium difficile	False
https://www.nature.com/articles/s41598-021-99127-w	Helicobacter pylori	False
https://www.nature.com/articles/s41598-021-99127-w	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-021-99127-w	Escherichia coli	False
https://www.nature.com/articles/s41598-021-99127-w	Lactobacillus	False
https://www.nature.com/articles/s41598-021-99127-w	Streptococcus	True
https://www.nature.com/articles/s41598-021-99127-w	Escherichia coli	False
https://www.nature.com/articles/s41598-021-99127-w	Streptococcus mutans	False
https://www.nature.com/articles/s41598-021-99127-w	Lactobacillus acidophilus	False
https://www.nature.com/articles/s41598-021-99127-w	Clostridium difficile	False
https://www.nature.com/articles/s41598-021-99127-w	Escherichia coli	False
https://www.nature.com/articles/s41598-021-99127-w	Streptococcus mutans	False
https://www.nature.com/articles/s41598-021-99127-w	Lactobacillus acidophilus	False
https://www.nature.com/articles/s41598-021-99127-w	Staphylococcus aureus	False
https://www.nature.com/articles/s41598-021-99127-w	Pseudomonas aeruginosa	False
https://www.nature.com/articles/s41598-021-99127-w	Escherichia coli	False
https://www.nature.com/articles/s41598-021-99127-w	Streptococcus pneumoniae	False
https://www.nature.com/articles/s41598-021-99127-w	Staphylococcus aureus	False
https://www.nature.com/articles/s41598-021-99127-w	Mycobacterium tuberculosis	False
https://www.nature.com/articles/s41598-021-99127-w	Escherichia coli	False
https://www.nature.com/articles/s41598-021-99127-w	Streptococcus pneumoniae	False
https://www.nature.com/articles/s41598-021-99127-w	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-021-99127-w	Bacillus subtilis	False
https://www.nature.com/articles/s41598-021-99127-w	Pseudomonas aeruginosa	False
https://www.nature.com/articles/s41598-021-99127-w	Escherichia coli	False
https://www.nature.com/articles/s41598-021-99127-w	Staphylococcus aureus	False
https://www.nature.com/articles/s41598-021-99127-w	Salmonella enterica	False
https://www.nature.com/articles/s41598-021-99127-w	Clostridium difficile	False
https://www.nature.com/articles/s41598-021-99127-w	Helicobacter pylori	False
https://www.nature.com/articles/s41598-021-83524-2	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-021-83524-2	Escherichia coli	False
https://www.nature.com/articles/s41598-021-83524-2	Lactobacillus rhamnosus	False
https://www.nature.com/articles/s41598-021-83524-2	Clostridium difficile	False
https://www.nature.com/articles/s41598-021-83524-2	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-021-83524-2	Escherichia coli	False
https://www.nature.com/articles/s41598-021-83524-2	Clostridium difficile	False
https://www.nature.com/articles/s41598-021-83524-2	Lactobacillus acidophilus	False
https://www.nature.com/articles/s41598-021-83524-2	Escherichia coli	False
https://www.nature.com/articles/s41598-021-83524-2	Staphylococcus aureus	False
https://www.nature.com/articles/s41598-021-83524-2	Clostridium difficile	False
https://www.nature.com/articles/s41598-021-83524-2	Helicobacter pylori	False
https://www.nature.com/articles/s41598-021-83524-2	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-021-83524-2	Escherichia coli	False
https://www.nature.com/articles/s41598-021-83524-2	Clostridium difficile	False
https://www.nature.com/articles/s41598-021-83524-2	Streptococcus pneumoniae	False
https://www.nature.com/articles/s41598-021-83524-2	Helicobacter pylori	False
https://www.nature.com/articles/s41598-021-83524-2	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-021-83524-2	Escherichia coli	False
https://www.nature.com/articles/s41598-021-83524-2	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-021-83524-2	Streptococcus mutans	False
https://www.nature.com/articles/s41598-021-83524-2	Escherichia coli	False
https://www.nature.com/articles/s41598-021-83524-2	Clostridium difficile	False
https://www.nature.com/articles/s41598-021-83524-2	Lactobacillus acidophilus	False
https://www.nature.com/articles/s41598-021-83524-2	Escherichia coli	False
https://www.nature.com/articles/s41598-021-83524-2	Staphylococcus aureus	False
https://www.nature.com/articles/s41598-021-83524-2	Clostridium difficile	False
https://www.nature.com/articles/s41598-021-83524-2	Helicobacter pylori	False
https://www.nature.com/articles/s41598-021-83524-2	Salmonella enterica	False
https://www.nature.com/articles/s41598-021-83524-2	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-021-83524-2	Escherichia coli	False
https://www.nature.com/articles/s41598-021-83524-2	Lactobacillus	False
https://www.nature.com/articles/s41598-021-83524-2	Streptococcus	True
https://www.nature.com/articles/s41598-021-83524-2	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-021-83524-2	Escherichia coli	False
https://www.nature.com/articles/s41598-021-83524-2	Lactobacillus	False
https://www.nature.com/articles/s41598-021-83524-2	Escherichia coli	False
https://www.nature.com/articles/s41598-021-83524-2	Staphylococcus aureus	False
https://www.nature.com/articles/s41598-021-83524-2	Clostridium difficile	False
https://www.nature.com/articles/s41598-021-83524-2	Helicobacter pylori	False
https://www.nature.com/articles/s41598-021-83524-2	Bacteroides fragilis	False
https://www.nature.com/articles/s41598-021-83524-2	Escherichia coli	False
https://www.nature.com/articles/s41598-021-83524-2	Lactobacillus	False
https://www.nature.com/articles/s41598-021-83524-2	Streptococcus	True
https://www.nature.com/articles/s41598-021-83524-2	Escherichia coli	False
https://www.nature.com/articles/s41598-021-83524-2	Streptococcus mutans	False
https://www.nature.com/articles/s41598-021-83524-2	Lactobacillus acidophilus	False
https://www.nature.com/articles/s41598-021-83524-2	Clostridium difficile	False
https://www.nature.com/articles/s41598-021-83524-2	Escherichia coli	False
https://www.nature.com/articles/s41598-021-83524-2	Streptococcus mutans	False
https://www.nature.com/articles/s41598-021-83524-2	Lactobacillus acidophilus	False
https://www.nature.com/articles/s41598-021-83524-2	Staphylococcus aureus	False
https://www.nature.com/articles/s41598-021-83524-2	Pseudomonas aeruginosa	True
https://www.nature.com/articles/s41598-021-83524-2	Escherichia coli	False
https://www.nature.com/articles/s41598-021-83524-2	Streptococcus pneumoniae	False
https://www.nature.com/articles/s41598-021-83524-2	Staphylococcus aureus	False
https://www.nature.com/articles/s41598-021-83524-2	Mycobacterium tuberculosis	False
https://www.nature.com/articles/s41598-021-83524-2	Escherichia coli	False
https://www.nature.com/articles/s41598-021-83524-2	Streptococcus pneumoniae	False
https://www.nature.com/articles/s41598-021-83524-2	Lactobacillus plantarum	False
https://www.nature.com/articles/s41598-021-83524-2	Bacillus subtilis	False
https://www.nature.com/articles/s41598-021-83524-2	Pseudomonas aeruginosa	True
https://www.nature.com/articles/s41598-021-83524-2	Escherichia coli	False
https://www.nature.com/articles/s41598-021-83524-2	Staphylococcus aureus	False
https://www.nature.com/articles/s41598-021-83524-2	Salmonella enterica	False
https://www.nature.com/articles/s41598-021-83524-2	Clostridium difficile	False
https://www.nature.com/articles/s41598-021-83524-2	Helicobacter pylori	False
https://www.nature.com/articles/s12276-022-00846-5	Bacteroides fragilis	False
https://www.nature.com/articles/s12276-022-00846-5	Escherichia coli	False
https://www.nature.com/articles/s12276-022-00846-5	Lactobacillus rhamnosus	False
https://www.nature.com/articles/s12276-022-00846-5	Clostridium difficile	False
https://www.nature.com/articles/s12276-022-00846-5	Bacteroides fragilis	False
https://www.nature.com/articles/s12276-022-00846-5	Escherichia coli	False
https://www.nature.com/articles/s12276-022-00846-5	Clostridium difficile	False
https://www.nature.com/articles/s12276-022-00846-5	Lactobacillus acidophilus	False
https://www.nature.com/articles/s12276-022-00846-5	Escherichia coli	False
https://www.nature.com/articles/s12276-022-00846-5	Staphylococcus aureus	True
https://www.nature.com/articles/s12276-022-00846-5	Clostridium difficile	False
https://www.nature.com/articles/s12276-022-00846-5	Helicobacter pylori	True
https://www.nature.com/articles/s12276-022-00846-5	Bacteroides fragilis	False
https://www.nature.com/articles/s12276-022-00846-5	Escherichia coli	False
https://www.nature.com/articles/s12276-022-00846-5	Clostridium difficile	False
https://www.nature.com/articles/s12276-022-00846-5	Streptococcus pneumoniae	False
https://www.nature.com/articles/s12276-022-00846-5	Helicobacter pylori	True
https://www.nature.com/articles/s12276-022-00846-5	Bacteroides fragilis	False
https://www.nature.com/articles/s12276-022-00846-5	Escherichia coli	False
https://www.nature.com/articles/s12276-022-00846-5	Lactobacillus plantarum	False
https://www.nature.com/articles/s12276-022-00846-5	Streptococcus mutans	False
https://www.nature.com/articles/s12276-022-00846-5	Escherichia coli	False
https://www.nature.com/articles/s12276-022-00846-5	Clostridium difficile	False
https://www.nature.com/articles/s12276-022-00846-5	Lactobacillus acidophilus	False
https://www.nature.com/articles/s12276-022-00846-5	Escherichia coli	False
https://www.nature.com/articles/s12276-022-00846-5	Staphylococcus aureus	True
https://www.nature.com/articles/s12276-022-00846-5	Clostridium difficile	False
https://www.nature.com/articles/s12276-022-00846-5	Helicobacter pylori	True
https://www.nature.com/articles/s12276-022-00846-5	Salmonella enterica	False
https://www.nature.com/articles/s12276-022-00846-5	Bacteroides fragilis	False
https://www.nature.com/articles/s12276-022-00846-5	Escherichia coli	False
https://www.nature.com/articles/s12276-022-00846-5	Lactobacillus	True
https://www.nature.com/articles/s12276-022-00846-5	Streptococcus	False
https://www.nature.com/articles/s12276-022-00846-5	Bacteroides fragilis	False
https://www.nature.com/articles/s12276-022-00846-5	Escherichia coli	False
https://www.nature.com/articles/s12276-022-00846-5	Lactobacillus	True
https://www.nature.com/articles/s12276-022-00846-5	Escherichia coli	False
https://www.nature.com/articles/s12276-022-00846-5	Staphylococcus aureus	True
https://www.nature.com/articles/s12276-022-00846-5	Clostridium difficile	False
https://www.nature.com/articles/s12276-022-00846-5	Helicobacter pylori	True
https://www.nature.com/articles/s12276-022-00846-5	Bacteroides fragilis	False
https://www.nature.com/articles/s12276-022-00846-5	Escherichia coli	False
https://www.nature.com/articles/s12276-022-00846-5	Lactobacillus	True
https://www.nature.com/articles/s12276-022-00846-5	Streptococcus	False
https://www.nature.com/articles/s12276-022-00846-5	Escherichia coli	False
https://www.nature.com/articles/s12276-022-00846-5	Streptococcus mutans	False
https://www.nature.com/articles/s12276-022-00846-5	Lactobacillus acidophilus	False
https://www.nature.com/articles/s12276-022-00846-5	Clostridium difficile	False
https://www.nature.com/articles/s12276-022-00846-5	Escherichia coli	False
https://www.nature.com/articles/s12276-022-00846-5	Streptococcus mutans	False
https://www.nature.com/articles/s12276-022-00846-5	Lactobacillus acidophilus	False
https://www.nature.com/articles/s12276-022-00846-5	Staphylococcus aureus	True
https://www.nature.com/articles/s12276-022-00846-5	Pseudomonas aeruginosa	False
https://www.nature.com/articles/s12276-022-00846-5	Escherichia coli	False
https://www.nature.com/articles/s12276-022-00846-5	Streptococcus pneumoniae	False
https://www.nature.com/articles/s12276-022-00846-5	Staphylococcus aureus	True
https://www.nature.com/articles/s12276-022-00846-5	Mycobacterium tuberculosis	False
https://www.nature.com/articles/s12276-022-00846-5	Escherichia coli	False
https://www.nature.com/articles/s12276-022-00846-5	Streptococcus pneumoniae	False
https://www.nature.com/articles/s12276-022-00846-5	Lactobacillus plantarum	False
https://www.nature.com/articles/s12276-022-00846-5	Bacillus subtilis	False
https://www.nature.com/articles/s12276-022-00846-5	Pseudomonas aeruginosa	False
https://www.nature.com/articles/s12276-022-00846-5	Escherichia coli	False
https://www.nature.com/articles/s12276-022-00846-5	Staphylococcus aureus	True
https://www.nature.com/articles/s12276-022-00846-5	Salmonella enterica	False
https://www.nature.com/articles/s12276-022-00846-5	Clostridium difficile	False
https://www.nature.com/articles/s12276-022-00846-5	Helicobacter pylori	True
https://www.nature.com/articles/ncomms11240	Bacteroides fragilis	False
https://www.nature.com/articles/ncomms11240	Escherichia coli	False
https://www.nature.com/articles/ncomms11240	Lactobacillus rhamnosus	False
https://www.nature.com/articles/ncomms11240	Clostridium difficile	False
https://www.nature.com/articles/ncomms11240	Bacteroides fragilis	False
https://www.nature.com/articles/ncomms11240	Escherichia coli	False
https://www.nature.com/articles/ncomms11240	Clostridium difficile	False
https://www.nature.com/articles/ncomms11240	Lactobacillus acidophilus	False
https://www.nature.com/articles/ncomms11240	Escherichia coli	False
https://www.nature.com/articles/ncomms11240	Staphylococcus aureus	False
https://www.nature.com/articles/ncomms11240	Clostridium difficile	False
https://www.nature.com/articles/ncomms11240	Helicobacter pylori	False
https://www.nature.com/articles/ncomms11240	Bacteroides fragilis	False
https://www.nature.com/articles/ncomms11240	Escherichia coli	False
https://www.nature.com/articles/ncomms11240	Clostridium difficile	False
https://www.nature.com/articles/ncomms11240	Streptococcus pneumoniae	False
https://www.nature.com/articles/ncomms11240	Helicobacter pylori	False
https://www.nature.com/articles/ncomms11240	Bacteroides fragilis	False
https://www.nature.com/articles/ncomms11240	Escherichia coli	False
https://www.nature.com/articles/ncomms11240	Lactobacillus plantarum	False
https://www.nature.com/articles/ncomms11240	Streptococcus mutans	False
https://www.nature.com/articles/ncomms11240	Escherichia coli	False
https://www.nature.com/articles/ncomms11240	Clostridium difficile	False
https://www.nature.com/articles/ncomms11240	Lactobacillus acidophilus	False
https://www.nature.com/articles/ncomms11240	Escherichia coli	False
https://www.nature.com/articles/ncomms11240	Staphylococcus aureus	False
https://www.nature.com/articles/ncomms11240	Clostridium difficile	False
https://www.nature.com/articles/ncomms11240	Helicobacter pylori	False
https://www.nature.com/articles/ncomms11240	Salmonella enterica	False
https://www.nature.com/articles/ncomms11240	Bacteroides fragilis	False
https://www.nature.com/articles/ncomms11240	Escherichia coli	False
https://www.nature.com/articles/ncomms11240	Lactobacillus	False
https://www.nature.com/articles/ncomms11240	Streptococcus	False
https://www.nature.com/articles/ncomms11240	Bacteroides fragilis	False
https://www.nature.com/articles/ncomms11240	Escherichia coli	False
https://www.nature.com/articles/ncomms11240	Lactobacillus	False
https://www.nature.com/articles/ncomms11240	Escherichia coli	False
https://www.nature.com/articles/ncomms11240	Staphylococcus aureus	False
https://www.nature.com/articles/ncomms11240	Clostridium difficile	False
https://www.nature.com/articles/ncomms11240	Helicobacter pylori	False
https://www.nature.com/articles/ncomms11240	Bacteroides fragilis	False
https://www.nature.com/articles/ncomms11240	Escherichia coli	False
https://www.nature.com/articles/ncomms11240	Lactobacillus	False
https://www.nature.com/articles/ncomms11240	Streptococcus	False
https://www.nature.com/articles/ncomms11240	Escherichia coli	False
https://www.nature.com/articles/ncomms11240	Streptococcus mutans	False
https://www.nature.com/articles/ncomms11240	Lactobacillus acidophilus	False
https://www.nature.com/articles/ncomms11240	Clostridium difficile	False
https://www.nature.com/articles/ncomms11240	Escherichia coli	False
https://www.nature.com/articles/ncomms11240	Streptococcus mutans	False
https://www.nature.com/articles/ncomms11240	Lactobacillus acidophilus	False
https://www.nature.com/articles/ncomms11240	Staphylococcus aureus	False
https://www.nature.com/articles/ncomms11240	Pseudomonas aeruginosa	False
https://www.nature.com/articles/ncomms11240	Escherichia coli	False
https://www.nature.com/articles/ncomms11240	Streptococcus pneumoniae	False
https://www.nature.com/articles/ncomms11240	Staphylococcus aureus	False
https://www.nature.com/articles/ncomms11240	Mycobacterium tuberculosis	False
https://www.nature.com/articles/ncomms11240	Escherichia coli	False
https://www.nature.com/articles/ncomms11240	Streptococcus pneumoniae	False
https://www.nature.com/articles/ncomms11240	Lactobacillus plantarum	False
https://www.nature.com/articles/ncomms11240	Bacillus subtilis	False
https://www.nature.com/articles/ncomms11240	Pseudomonas aeruginosa	False
https://www.nature.com/articles/ncomms11240	Escherichia coli	False
https://www.nature.com/articles/ncomms11240	Staphylococcus aureus	False
https://www.nature.com/articles/ncomms11240	Salmonella enterica	False
https://www.nature.com/articles/ncomms11240	Clostridium difficile	False
https://www.nature.com/articles/ncomms11240	Helicobacter pylori	False
https://www.nature.com/articles/s41522-021-00185-9	Bacteroides fragilis	False
https://www.nature.com/articles/s41522-021-00185-9	Escherichia coli	False
https://www.nature.com/articles/s41522-021-00185-9	Lactobacillus rhamnosus	False
https://www.nature.com/articles/s41522-021-00185-9	Clostridium difficile	False
https://www.nature.com/articles/s41522-021-00185-9	Bacteroides fragilis	False
https://www.nature.com/articles/s41522-021-00185-9	Escherichia coli	False
https://www.nature.com/articles/s41522-021-00185-9	Clostridium difficile	False
https://www.nature.com/articles/s41522-021-00185-9	Lactobacillus acidophilus	False
https://www.nature.com/articles/s41522-021-00185-9	Escherichia coli	False
https://www.nature.com/articles/s41522-021-00185-9	Staphylococcus aureus	False
https://www.nature.com/articles/s41522-021-00185-9	Clostridium difficile	False
https://www.nature.com/articles/s41522-021-00185-9	Helicobacter pylori	False
https://www.nature.com/articles/s41522-021-00185-9	Bacteroides fragilis	False
https://www.nature.com/articles/s41522-021-00185-9	Escherichia coli	False
https://www.nature.com/articles/s41522-021-00185-9	Clostridium difficile	False
https://www.nature.com/articles/s41522-021-00185-9	Streptococcus pneumoniae	False
